Description,Author,Recipient,Date,Year,Location,Origin,Destination
"14 Feb 1642: Henrietta Maria, Queen consort of Charles I, 1609-1669 (Oxford, Oxfordshire, England) to Stanhope, Katherine, 1609-1667","Henrietta Maria, Queen consort of Charles I, 1609-1669","Stanhope, Katherine, 1609-1667",1642-02-14T00:00:00Z,1642,"Bodleian Library, University of Oxford, Bodl.
Bodl
BOD.
Bodley
Bodleian Libraries, Oxford, England, United Kingdom","Oxford, Oxfordshire, England",
"13 Apr 1644: Dury, Dorothy Moore (née King), 1612-1664 (Delft, South Holland, Netherlands) to Jones, Katherine, 1614-1691 (London, England, United Kingdom)","Dury, Dorothy Moore (née King), 1612-1664","Jones, Katherine, 1614-1691",1644-04-13T00:00:00Z,1644,"Sheffield University Library, SUL, Sheffield, England, United Kingdom","Delft, South Holland, Netherlands","London, England, United Kingdom"
"23 Jan 1645: Dury, Dorothy Moore (née King), 1612-1664 (Rotterdam, South Holland, Netherlands) to Jones, Katherine, 1614-1691 (London, England, United Kingdom)","Dury, Dorothy Moore (née King), 1612-1664","Jones, Katherine, 1614-1691",1645-01-23T00:00:00Z,1645,"Sheffield University Library, SUL, Sheffield, England, United Kingdom","Rotterdam, South Holland, Netherlands","London, England, United Kingdom"
"12 Feb 1645: Dury, Dorothy Moore (née King), 1612-1664 (The Hague, South Holland, Netherlands) to Jones, Katherine, 1614-1691 (London, England, United Kingdom)","Dury, Dorothy Moore (née King), 1612-1664","Jones, Katherine, 1614-1691",1645-02-12T00:00:00Z,1645,"Sheffield University Library, SUL, Sheffield, England, United Kingdom","The Hague, South Holland, Netherlands","London, England, United Kingdom"
"21 Feb 1645: Dury, Dorothy Moore (née King), 1612-1664 (The Hague, South Holland, Netherlands) to Jones, Katherine, 1614-1691 (London, England, United Kingdom)","Dury, Dorothy Moore (née King), 1612-1664","Jones, Katherine, 1614-1691",1645-02-21T00:00:00Z,1645,"Sheffield University Library, SUL, Sheffield, England, United Kingdom","The Hague, South Holland, Netherlands","London, England, United Kingdom"
"21 Feb 1645: Dury, Dorothy Moore (née King), 1612-1664 (The Hague, South Holland, Netherlands) to Jones, Katherine, 1614-1691 (London, England, United Kingdom)","Dury, Dorothy Moore (née King), 1612-1664","Jones, Katherine, 1614-1691",1645-02-21T00:00:00Z,1645,"Sheffield University Library, SUL, Sheffield, England, United Kingdom","The Hague, South Holland, Netherlands","London, England, United Kingdom"
"5 May 1645: Dury, Dorothy Moore (née King), 1612-1664 (Rotterdam, South Holland, Netherlands) to Jones, Katherine, 1614-1691 (London, England, United Kingdom)","Dury, Dorothy Moore (née King), 1612-1664","Jones, Katherine, 1614-1691",1645-05-05T00:00:00Z,1645,"Sheffield University Library, SUL, Sheffield, England, United Kingdom","Rotterdam, South Holland, Netherlands","London, England, United Kingdom"
"12 Jun 1645: Dury, Dorothy Moore (née King), 1612-1664 (Rotterdam, South Holland, Netherlands) to Jones, Katherine, 1614-1691 (London, England, United Kingdom)","Dury, Dorothy Moore (née King), 1612-1664","Jones, Katherine, 1614-1691",1645-06-12T00:00:00Z,1645,"Sheffield University Library, SUL, Sheffield, England, United Kingdom","Rotterdam, South Holland, Netherlands","London, England, United Kingdom"
"1650: Dury, Dorothy Moore (née King), 1612-1664 (Netherlands) to Jones, Katherine, 1614-1691 (London, England, United Kingdom)","Dury, Dorothy Moore (née King), 1612-1664","Jones, Katherine, 1614-1691",1650-12-31T00:00:00Z,1650,"British Library, Manuscript Collections, BL
British Museum
B.M.
The British Library, London, England, United Kingdom",Netherlands,"London, England, United Kingdom"
