Description,Author,Recipient,Date,Year,Location,Origin,Destination
"3 Mar 1757: Algarotti, Francesco (Conte), 1712-1764 (Bologna, Emilia-Romagna, Italy) to Montagu, Mary Wortley (Lady), 1689-1762 (Padua, Veneto, Italy)","Algarotti, Francesco (Conte), 1712-1764","Montagu, Mary Wortley (Lady), 1689-1762",1757-03-03T00:00:00Z,1757,,"Bologna, Emilia-Romagna, Italy","Padua, Veneto, Italy"
"26 Oct 1793: Nocchi, Bernardino, 1741-1812 (Rome, Latium, Italy) to Nocchi, Teresa, fl. 1793-1806 (Lucca, Tuscany, Italy)","Nocchi, Bernardino, 1741-1812","Nocchi, Teresa, fl. 1793-1806",1793-10-26T00:00:00Z,1793,,"Rome, Latium, Italy","Lucca, Tuscany, Italy"
"29 Sep 1794: Nocchi, Bernardino, 1741-1812 (Rome, Latium, Italy) to Nocchi, Teresa, fl. 1793-1806 (Lucca, Tuscany, Italy)","Nocchi, Bernardino, 1741-1812","Nocchi, Teresa, fl. 1793-1806",1794-09-29T00:00:00Z,1794,,"Rome, Latium, Italy","Lucca, Tuscany, Italy"
"12 Dec 1794: Nocchi, Bernardino, 1741-1812 (Rome, Latium, Italy) to Nocchi, Teresa, fl. 1793-1806 (Lucca, Tuscany, Italy)","Nocchi, Bernardino, 1741-1812","Nocchi, Teresa, fl. 1793-1806",1794-12-12T00:00:00Z,1794,,"Rome, Latium, Italy","Lucca, Tuscany, Italy"
"25 Dec 1795: Nocchi, Bernardino, 1741-1812 (Rome, Latium, Italy) to Nocchi, Teresa, fl. 1793-1806 (Lucca, Tuscany, Italy)","Nocchi, Bernardino, 1741-1812","Nocchi, Teresa, fl. 1793-1806",1795-12-25T00:00:00Z,1795,,"Rome, Latium, Italy","Lucca, Tuscany, Italy"
